Employee ID,Position Title,Department,Annual Salary,Review Score
11337,FIREFIGHTER-EMT,FIRE,67007,6.7
11342,DEPUTY DISTRICT CHIEF,FIRE,115759,4.8
11345,POLICE OFFICER,POLICE,54261,6.7
11349,DETENTION AIDE,POLICE,36897,5.8
11351,FIRE ENGINEER,FIRE,69156,5.7
11353,SERGEANT,POLICE,83130,5.4
11358,MACHINIST,WATER MGMT,72123,7.1
11370,POLICE OFFICER,POLICE,51859,5.8
11372,HOISTING ENGINEER,WATER MGMT,75150,6.8
11375,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,57719,6.2
11379,PLUMBER,TRANSPORTATION,75145,5.6
11381,FIREFIGHTER,FIRE,39987,6.7
11383,PROJECTS ADMINISTRATOR,GENERAL SERVICES,64506,7
11384,PARAMEDIC I/C,FIRE,61266,6
11385,POLICE OFFICER,POLICE,64066,7.8
11386,ASST COMMISSIONER,COMMUNITY DEVELOPMENT,72911,5.2
11393,FIREFIGHTER-EMT,FIRE,69611,6.8
11394,SERGEANT,POLICE,85210,5.8
11396,LIEUTENANT,POLICE,95526,8.5
11397,POLICE OFFICER,POLICE,67944,6.7
11400,FIREFIGHTER-EMT,FIRE,62519,5.1
11401,POLICE OFFICER,POLICE,61593,4.5
11403,POLICE OFFICER,POLICE,61372,7.1
11407,FIREFIGHTER,FIRE,65926,6
11412,POLICE OFFICER,POLICE,59495,7.3
11413,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68239,5.7
11418,MOTOR TRUCK DRIVER,GENERAL SERVICES,55626,6.8
11420,SERGEANT,POLICE,82537,5.6
11426,CUSTODIAL WORKER,AVIATION,33944,6.6
11429,POOL MOTOR TRUCK DRIVER,SANITATION,55383,7.2
11431,SEWER BRICKLAYER,WATER MGMT,67699,5.9
11437,MOTOR TRUCK DRIVER,AVIATION,56079,4.5
11438,POLICE OFFICER,POLICE,59476,5.5
11442,FIREFIGHTER/PARAMEDIC,FIRE,64096,5.8
11444,SR PROCUREMENT SPECIALIST,PROCUREMENT,57986,8.2
11447,SENIOR COMPANION,FAMILY & SUPPORT,3590,6.9
11448,DETENTION AIDE,POLICE,52797,5.5
11449,STAFF ASST,WATER MGMT,46755,8.7
11451,MOTOR TRUCK DRIVER,SANITATION,55305,5.2
11452,POLICE OFFICER,POLICE,59094,5.3
11454,LABORER,TRANSPORTATION,61134,6.9
11456,PARAMEDIC I/C,FIRE,61037,7.1
11461,POLICE OFFICER/EXPLSV DETECT K9 HNDLR,POLICE,67192,4.3
11463,POLICE OFFICER,POLICE,63096,7.2
11464,POLICE OFFICER,POLICE,63717,5.6
11465,FIREFIGHTER,FIRE,68979,5.8
11466,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16108,8.9
11467,POLICE OFFICER,POLICE,59457,5.9
11470,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73255,7.1
11475,FIREFIGHTER-EMT,FIRE,64384,5.6
11477,POLICE OFFICER,POLICE,65775,5.8
11478,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16942,7.3
11480,DIR OF INFORMATION SYSTEMS,TRANSPORTATION,81391,7.8
11488,POLICE OFFICER,POLICE,63148,5.6
11491,FIREFIGHTER,FIRE,64084,5.1
11494,POLICE OFFICER / FLD TRNG OFFICER,POLICE,62367,8.6
11496,PARAMEDIC I/C,FIRE,70969,6.8
11497,POLICE OFFICER,POLICE,66054,6.6
11499,ADMINISTRATIVE ASST III,BUILDINGS,60633,6.3
11500,WATCHMAN,WATER MGMT,34249,7.3
11501,MOTOR TRUCK DRIVER,AVIATION,56132,6.1
11508,POLICE OFFICER,POLICE,34630,4.9
11511,DIR OF LOAN PROCESSING,COMMUNITY DEVELOPMENT,73196,5.3
11513,POLICE OFFICER,POLICE,64063,5.5
11514,POLICE OFFICER,POLICE,61689,6.5
11517,POLICE OFFICER,POLICE,61429,6
11518,DEPUTY DIR,EMERGENCY MGMT,93254,6.3
11519,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,55191,6.2
11520,FOREMAN OF MOTOR TRUCK DRIVERS,SANITATION,59107,4.9
11521,ENVIRONMENTAL INVESTIGATOR,HEALTH,54649,7.4
11522,LIBRARY ASSOCIATE - HOURLY,PUBLIC LIBRARY,20150,6.6
11524,SENIOR DATA ENTRY OPERATOR,POLICE,43988,6.7
11530,COMMUNITY ORGANIZER-CAPS,POLICE,50519,6.5
11533,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16360,7.7
11536,POLICE OFFICER,POLICE,66183,7.1
11538,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68431,6.1
11545,AMBULANCE COMMANDER,FIRE,90166,5.2
11546,POLICE OFFICER,POLICE,59849,5
11547,HEAD LIBRARY CLERK,PUBLIC LIBRARY,40123,5.5
11553,SANITATION LABORER,SANITATION,56152,6.4
11557,POLICE OFFICER,POLICE,67683,6.9
11561,LIEUTENANT-PARAMEDIC,FIRE,81850,2.9
11564,CHIEF OPERATING ENGINEER,WATER MGMT,90718,6.7
11567,POLICE OFFICER,POLICE,64020,6.3
11570,PARKING ENFORCEMENT AIDE,FINANCE,38028,5.8
11581,POLICE OFFICER,POLICE,61087,6.6
11582,POLICE OFFICER,POLICE,61843,6.5
11583,CLERK IV,FINANCE,45487,6.3
11586,WATER CHEMIST III,WATER MGMT,62755,7.2
11590,MACHINIST (AUTO) POLICE MOTOR MAINT,GENERAL SERVICES,72207,5.2
11592,FOREMAN OF MOTOR TRUCK DRIVERS,SANITATION,58181,8.6
11593,SANITATION LABORER,SANITATION,56128,6
11595,CONSTRUCTION LABORER,WATER MGMT,61004,7.8
11597,TIMEKEEPER - CPD,POLICE,54796,5.8
11600,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,52731,6.3
11601,CHIEF LAW LIBRARIAN,LAW,76071,6.5
11603,COMMUNITY ORGANIZER-CAPS,POLICE,49831,6.4
11604,SERGEANT,POLICE,80865,6.8
11606,POLICE OFFICER,POLICE,63363,5.6
11612,CONSTRUCTION LABORER,WATER MGMT,61088,8.3
11614,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16161,4.6
11622,FIRE ENGINEER,FIRE,73171,5.6
11627,FIREFIGHTER-EMT,FIRE,62205,5.5
11628,ASPHALT LABORER,TRANSPORTATION,60428,6.8
11629,POLICE OFFICER,POLICE,61711,6.7
11633,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,55358,4.5
11639,ADMINISTRATIVE ASST II,POLICE,48291,6.6
11640,AVIATION SECURITY OFFICER - HOURLY,AVIATION,18497,6.9
11642,POLICE OFFICER,POLICE,61100,5.4
11645,ELECTRICAL MECHANIC,AVIATION,69959,6.7
11650,SERGEANT,POLICE,78420,4.9
11652,POLICE OFFICER / FLD TRNG OFFICER,POLICE,64801,7.8
11654,POLICE OFFICER,POLICE,63617,5.6
11655,ASST CHIEF OPERATING ENGINEER,WATER MGMT,83302,6.5
11656,POLICE OFFICER (ASSIGNED AS TRAFFIC SPECIALIST),POLICE,68786,7.7
11659,OPERATING ENGINEER-GROUP C,AVIATION,72058,5.5
11660,LIEUTENANT-EMT,FIRE,82181,7.8
11664,SANITATION CLERK,SANITATION,52120,7
11674,ADMINISTRATIVE ASST II,FINANCE,50494,7
11676,BOOTER - PARKING,FINANCE,50693,7
11677,SANITATION LABORER,SANITATION,56391,6.3
11680,AUDITOR II,FAMILY & SUPPORT,65614,6.8
11681,POLICE OFFICER,POLICE,63292,7.2
11684,POLICE OFFICER,POLICE,63652,5.9
11689,WARRANT AND EXTRADITION AIDE,POLICE,57989,6.7
11690,POLICE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,52620,6.8
11691,CULTURAL AFFAIRS COORD II,CULTURAL AFFAIRS,45294,5.7
11693,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,42703,5.4
11694,PARAMEDIC I/C,FIRE,71373,6.5
11695,PROGRAM AIDE,POLICE,9114,6.4
11697,CROSSING GUARD,POLICE,15883,6.5
11700,POLICE OFFICER,POLICE,61787,6.8
11707,CONSTRUCTION LABORER,WATER MGMT,60734,6.4
11713,POLICE OFFICER,POLICE,65624,6.8
11714,HEAD LIBRARY CLERK,PUBLIC LIBRARY,48306,5.2
11719,POLICE OFFICER,POLICE,51612,7.7
11720,POLICE OFFICER,POLICE,61033,7.7
11723,FIREFIGHTER-EMT,FIRE,62412,5.9
11728,FIELD SERVICE SPECIALIST II,TRANSPORTATION,54624,5.5
11729,SERGEANT,POLICE,80708,7.1
11732,OPERATING ENGINEER-GROUP C,AVIATION,71664,6
11733,SENIOR PROGRAMMER/ANALYST,HUMAN RESOURCES,62577,6
11743,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,66306,5
11748,COORDINATOR SPECIAL PROJECTS/BLDG,BUILDINGS,66145,7.3
11751,POLICE OFFICER,POLICE,67619,5.9
11753,SANITATION LABORER,SANITATION,56587,6.8
11755,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,66215,6
11757,POLICE OFFICER,POLICE,63639,6.2
11758,POLICE OFFICER,POLICE,63478,5
11764,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16122,6
11766,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,69126,4.6
11767,ELECTRICAL MECHANIC,AVIATION,70145,6.3
11770,CLERK III,POLICE,33440,5.6
11772,GENERAL LABORER - DSS,SANITATION,33972,7.1
11773,SANITATION CLERK,SANITATION,43550,7.8
11779,AUDITOR IV,FAMILY & SUPPORT,85584,5
11781,ASPHALT FOREMAN,TRANSPORTATION,62629,6.1
11786,PUBLIC HEALTH NUTRITIONIST II,HEALTH,49646,7.8
11788,POLICE OFFICER,POLICE,63137,6.8
11792,POLICE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,42852,6
11793,SANITATION LABORER,SANITATION,56129,5.9
11797,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16039,4.7
11799,POLICE OFFICER,POLICE,63837,5.2
11805,POLICE OFFICER,POLICE,61055,7.1
11806,POLICE OFFICER,POLICE,49028,5.9
11808,ASPHALT LABORER,TRANSPORTATION,60922,6.2
11811,FIREFIGHTER,FIRE,40594,6.9
11815,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,38933,5.9
11818,FIREFIGHTER-EMT,FIRE,62720,6.5
11820,POLICE OFFICER,POLICE,63407,6.4
11821,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,72829,6.5
11824,SERGEANT,POLICE,83088,5.4
11825,FOREMAN OF WINDOW WASHERS,AVIATION,37264,6.5
11828,POLICE OFFICER,POLICE,59962,7.9
11830,DIR OF ADMINISTRATIVE SERVICES,TRANSPORTATION,87553,5.1
11834,POLICE OFFICER,POLICE,61013,6.3
11835,CONSTRUCTION LABORER,WATER MGMT,60878,6
11838,CAPTAIN-EMT,FIRE,94758,3.7
11840,FIREFIGHTER-EMT,FIRE,66359,6
11841,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71003,6.8
11842,LABORER,AVIATION,51401,7.4
11845,CONSTRUCTION LABORER,WATER MGMT,60723,7.5
11846,SENIOR PERSONNEL ASSISTANT,PUBLIC LIBRARY,52296,6.3
11858,CONSTRUCTION LABORER,WATER MGMT,60373,4
11859,BOOTER - PARKING,FINANCE,50360,6.2
11860,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,37310,6.2
11863,FIREFIGHTER/PARAMEDIC,FIRE,64260,6.9
11865,MOTOR TRUCK DRIVER,SANITATION,55658,5.9
11869,SUPERVISING ENGINEER,TRANSPORTATION,74853,6.3
11870,POLICE OFFICER,POLICE,61640,8.6
11871,FIRE ENGINEER,FIRE,70896,6.6
11872,SERGEANT,POLICE,82449,6.8
11875,POLICE OFFICER,POLICE,67636,4.6
11884,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,64823,5.1
11885,SENIOR COMPANION,FAMILY & SUPPORT,4047,7.7
11888,POLICE OFFICER,POLICE,63534,6
11890,POLICE OFFICER,POLICE,63659,7.3
11893,SANITATION LABORER,SANITATION,56411,4.7
11896,PUBLIC HEALTH NURSE II,HEALTH,71771,6.4
11903,FIREFIGHTER-EMT,FIRE,62089,4.6
11906,HOSPITALITY WORKER,FAMILY & SUPPORT,8528,5.9
11909,ADMINISTRATIVE ASST III,SANITATION,55081,7
11913,SUPERVISING CLERK,FINANCE,50520,5.5
11919,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69165,6.7
11921,FIREFIGHTER,FIRE,61792,5.7
11927,LIEUTENANT-PARAMEDIC,FIRE,84162,4.6
11928,SERGEANT,POLICE,85818,6.2
11929,PLUMBER,WATER MGMT,75630,4.8
11934,POLICE OFFICER,POLICE,59949,6.4
11937,POLICE OFFICER,POLICE,67625,4.8
11939,POLICE OFFICER,POLICE,63734,8.6
11944,POOL MOTOR TRUCK DRIVER,AVIATION,55879,6
11950,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,66292,6.8
11952,POLICE OFFICER,POLICE,63625,4.5
11954,POLICE OFFICER,POLICE,65754,7.3
11965,SERGEANT,POLICE,80133,6.2
11972,AVIATION SECURITY OFFICER,AVIATION,46077,5.8
11977,POLICE OFFICER,POLICE,59316,7.3
11979,DETENTION AIDE,POLICE,37197,7.4
11980,POLICE OFFICER,POLICE,59725,5.2
11982,SERGEANT,POLICE,78447,6.8
11986,POLICE OFFICER,POLICE,67972,5.8
11987,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,75870,6.4
11988,AMBULANCE COMMANDER,FIRE,82268,5.2
11990,FOSTER GRANDPARENT,FAMILY & SUPPORT,4099,7.7
11991,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,54631,7.1
11993,CROSSING GUARD,POLICE,15082,5.8
11994,SUPERVISING CLERK,FINANCE,50235,4.8
11999,POLICE OFFICER,POLICE,63294,5.6
12003,MOTOR TRUCK DRIVER,WATER MGMT,55631,6.2
12004,FIREFIGHTER-EMT,FIRE,66806,5.4
12006,POLICE OFFICER,POLICE,61848,7.5
12007,POLICE OFFICER,POLICE,56449,5
12009,SENIOR COMPANION,FAMILY & SUPPORT,3943,6.2
12010,POLICE OFFICER,POLICE,58980,5.8
12012,LIBRARIAN IV,PUBLIC LIBRARY,72017,6.3
12013,POLICE OFFICER,POLICE,61461,6.6
12015,AMBULANCE COMMANDER,FIRE,87727,5.6
12018,AVIATION SECURITY OFFICER,AVIATION,42739,4.2
12019,BRIDGE AND STRUCTURAL IRON WORKER,TRANSPORTATION,69071,5.6
12023,REFUSE COLLECTION COORD,SANITATION,71430,7.5
12031,CONTRACTS REVIEW SPECIALIST II,AVIATION,55404,6.3
12032,ELECTRICAL ENGINEER IV,AVIATION,78078,6.7
12035,SENIOR PROGRAMMER/ANALYST,DoIT,64986,5.5
12037,SERGEANT,POLICE,80328,6.9
12038,FIREFIGHTER-EMT,FIRE,66670,8.2
12042,FIREFIGHTER,FIRE,65622,6
12045,LAW CLERK,LAW,21035,7
12050,MOTOR TRUCK DRIVER,AVIATION,55541,7
12051,FIRE ENGINEER-EMT,FIRE,72230,7.7
12052,POLICE OFFICER,POLICE,61880,4.8
12054,CLERK III,POLICE,36621,6.7
12056,MOTOR TRUCK DRIVER,SANITATION,55830,5.4
12057,POLICE OFFICER,POLICE,59149,6.2
12061,POLICE OFFICER,POLICE,56358,6.2
12065,SERGEANT,POLICE,85515,7
12068,FIREFIGHTER-EMT,FIRE,62788,7.2
12073,TIMEKEEPER - CPD,POLICE,50664,7.3
12081,SANITATION LABORER,SANITATION,55692,6.7
12082,POLICE OFFICER,POLICE,65863,6.1
12086,POLICE OFFICER,POLICE,59915,7.8
12087,POLICE OFFICER,POLICE,61970,6.4
12097,FIREFIGHTER-EMT,FIRE,64647,6.5
12099,POLICE OFFICER,POLICE,48779,6.1
12101,POOL MOTOR TRUCK DRIVER,SANITATION,56088,6.3
12103,POLICE OFFICER,POLICE,61970,4.9
12104,BATTALION CHIEF,FIRE,98458,6.7
12105,POLICE OFFICER,POLICE,63881,8.5
12106,GENERAL LABORER - DSS,SANITATION,33976,7
12107,POLICE OFFICER,POLICE,63389,7.6
12108,HOISTING ENGINEER,SANITATION,74826,5.5
12109,POLICE OFFICER,POLICE,59376,6.9
12116,LEGISLATIVE AIDE,CITY COUNCIL,21491,6.8
12117,FIREFIGHTER/PARAMEDIC,FIRE,64317,6.1
12123,MOTOR TRUCK DRIVER,WATER MGMT,55754,7.5
12126,FIREFIGHTER-EMT,FIRE,66692,7.6
12127,LIEUTENANT-EMT,FIRE,84808,5.9
12128,PUBLIC HEALTH NURSE III,HEALTH,80183,7.1
12129,POLICE OFFICER,POLICE,65749,5.5
12131,CONSTRUCTION LABORER,WATER MGMT,60595,4.6
12134,SERGEANT,POLICE,83221,7.8
12136,ASST SPECIALIST IN AGING,FAMILY & SUPPORT,55183,6.7
12139,FIREFIGHTER-EMT,FIRE,64163,5.4
12142,COORDINATING PLANNER,COMMUNITY DEVELOPMENT,71813,6.3
12151,DETENTION AIDE,POLICE,48233,6.4
12153,BATTALION CHIEF - EMT,FIRE,103193,6.1
12157,POLICE OFFICER,POLICE,61616,5.4
12167,DISABILITY OFFICER,HUMAN RESOURCES,70968,6
12170,ELECTRICAL MECHANIC,GENERAL SERVICES,70622,5.5
12171,STAFF ASST,FAMILY & SUPPORT,51230,4.5
12172,PARAMEDIC I/C,FIRE,69129,7
12173,FIRE ENGINEER-EMT,FIRE,77141,7.1
12176,CONTRACTS COORD,SANITATION,53159,6.7
12177,FIRE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,51242,5.1
12180,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69197,6.2
12181,PARKING ENFORCEMENT AIDE,FINANCE,42549,8
12182,FIREFIGHTER-EMT,FIRE,62453,5.6
12186,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,71435,7.3
12193,FIRE ENGINEER-EMT,FIRE,69446,8.7
12194,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68641,8
12195,ADMINISTRATIVE ASST III,POLICE,57715,5.9
12197,POLICE OFFICER,POLICE,61404,7.4
12202,POLICE OFFICER,POLICE,61313,8.2
12203,DEPUTY DISTRICT CHIEF,FIRE,116348,6.4
12206,AVIATION SECURITY OFFICER,AVIATION,41138,6
12208,SANITATION LABORER,SANITATION,56458,7.2
12209,DIRECTOR OF FINANCE,POLICE,104554,4.4
12212,POLICE OFFICER,POLICE,64062,8.3
12215,ACCOUNTANT III,FINANCE,66165,6.1
12216,FIREFIGHTER,FIRE,59314,7
12219,SUPERVISING FIRE COMMUNICATIONS OPERATOR,EMERGENCY MGMT,80760,6.9
12221,LABOR RELATIONS SUPVSR,FINANCE,76704,6.9
12222,POLICE OFFICER,POLICE,64024,8.3
12223,ASST CORPORATION COUNSEL SUPVSR,LAW,73504,6.1
12226,POLICE OFFICER,POLICE,48866,6.5
12229,ASST DIR OF INFORMATION SYSTEMS,AVIATION,75210,7
12231,HOSPITALITY WORKER,FAMILY & SUPPORT,8514,7.4
12235,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68464,5
12241,POLICE OFFICER,POLICE,61155,6.2
12243,POOL MOTOR TRUCK DRIVER,AVIATION,56053,7.5
12244,FIREFIGHTER/PARAMEDIC,FIRE,64198,6.8
12247,POLICE OFFICER,POLICE,65699,6.4
12249,POLICE OFFICER,POLICE,65654,7.8
12254,ADMINISTRATIVE SERVICES OFFICER II,POLICE,69396,6
12256,SERGEANT,POLICE,80715,6
12258,SANITATION LABORER,SANITATION,56016,6.6
12260,POLICE LEGAL OFFICER II,POLICE,90665,6.3
12262,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68487,5.9
12263,LABORER - APPRENTICE,WATER MGMT,54819,5.9
12266,MOTOR TRUCK DRIVER,AVIATION,55709,7.6
12267,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,70843,4.7
12274,FOREMAN OF CUSTODIAL WORKERS,AVIATION,37968,5.6
12275,FINANCE OFFICER,FINANCE,64422,7.7
12276,SANITATION LABORER,SANITATION,56048,6.2
12280,CARPENTER,GENERAL SERVICES,69854,6.3
12284,FIREFIGHTER-EMT,FIRE,62240,6.6
12288,POLICE OFFICER,POLICE,63660,5.8
12293,POLICE OFFICER,POLICE,61011,7.5
12296,FIREFIGHTER,FIRE,63122,7.5
12300,AUDITOR III,FINANCE,71562,6.7
12302,POLICE OFFICER,POLICE,66360,7.7
12306,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70986,6.5
12307,FOREMAN OF MACHINISTS,WATER MGMT,75796,6.1
12309,FIRE ENGINEER-EMT,FIRE,72567,6.5
12312,FIREFIGHTER,FIRE,61907,6.4
12314,POLICE OFFICER,POLICE,56400,4.9
12319,POLICE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,54994,6.3
12322,SERGEANT,POLICE,78040,7.2
12326,LIBRARY ASSOCIATE - HOURLY,PUBLIC LIBRARY,19824,6.1
12329,POLICE OFFICER,POLICE,63811,6
12331,POLICE OFFICER,POLICE,67557,6.9
12333,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16571,5.9
12335,POLICE OFFICER,POLICE,65569,7
12339,POLICE OFFICER,POLICE,61644,6.2
12341,ADMINISTRATIVE ASST II,PROCUREMENT,47939,7.2
12342,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,68770,4.5
12344,DETENTION AIDE,POLICE,37361,7.6
12347,BATTALION CHIEF,FIRE,98454,8.5
12348,MOTOR TRUCK DRIVER,AVIATION,55555,6.7
12351,ELECTRICAL MECHANIC-AUTO-POLICE MTR MNT,GENERAL SERVICES,70148,5.5
12352,STATIONARY FIREMAN,WATER MGMT,50089,7.9
12354,POLICE OFFICER,POLICE,56218,6.4
12356,LIEUTENANT-EMT,FIRE,79310,5.4
12357,POLICE OFFICER,POLICE,66001,6.6
12359,POOL MOTOR TRUCK DRIVER,SANITATION,55313,5.8
12368,SERGEANT,POLICE,78042,8.7
12371,POLICE OFFICER,POLICE,63182,5.8
12374,POLICE OFFICER,POLICE,63406,6.1
12377,POLICE OFFICER,POLICE,51586,7.5
12382,SUPPORT SERVICES COORD,FAMILY & SUPPORT,47803,6.9
12395,BUSINESS CONSULTANT SUPERVISOR,BUSINESS AFFAIRS,60678,5.7
12400,POLICE OFFICER,POLICE,66312,5.8
12401,HOISTING ENGINEER,WATER MGMT,75365,7.6
12402,LIEUTENANT-EMT,FIRE,79307,7.5
12404,LABORER - APPRENTICE,WATER MGMT,43144,5.6
12405,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,50382,5.1
12406,FIREFIGHTER,FIRE,40383,6.8
12411,SOCIAL WORKER III,FAMILY & SUPPORT,65348,5.8
12412,EEO INVESTIGATOR I,HUMAN RESOURCES,47307,7
12413,SUPERVISING ENGINEER,AVIATION,80203,5
12420,HR RECORDS SPECIALIST,HUMAN RESOURCES,38075,6.7
12421,SERGEANT,POLICE,80388,6.8
12422,ANIMAL CARE AIDE II,ANIMAL CONTRL,41763,7
12423,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16597,6
12424,BOOTER - PARKING,FINANCE,50408,4.9
12426,FIREFIGHTER-EMT,FIRE,64709,6.2
12427,POLICE OFFICER,POLICE,65918,4.6
12429,POLICE OFFICER,POLICE,65780,7.1
12434,POLICE OFFICER,POLICE,63108,6.3
12435,POLICE OFFICER,POLICE,61979,7
12438,FIREFIGHTER-EMT,FIRE,61925,6.2
12445,GENERAL FOREMAN OF LINEMEN,EMERGENCY MGMT,87987,6.7
12447,POOL MOTOR TRUCK DRIVER,SANITATION,55303,7.1
12449,FIREFIGHTER/PARAMEDIC,FIRE,66071,5.6
12450,LIBRARIAN III,PUBLIC LIBRARY,62453,7.6
12453,CLERK III,POLICE,34874,7.8
12455,POLICE OFFICER,POLICE,56949,5.5
12458,POLICE OFFICER,POLICE,59200,6.3
12460,ADMINISTRATIVE ASST III,TRANSPORTATION,55214,6
12464,ASPHALT LABORER,TRANSPORTATION,60517,6.4
12468,ASST CORPORATION COUNSEL,LAW,46914,4.8
12472,MOTOR TRUCK DRIVER,SANITATION,56067,6.3
12473,POLICE OFFICER,POLICE,59583,5.1
12489,CLERK III,FAMILY & SUPPORT,40435,4.8
12492,POLICE OFFICER,POLICE,63704,7.8
12495,POLICE OFFICER,POLICE,59085,6
12496,MOTOR TRUCK DRIVER,SANITATION,56035,7
12498,FIREFIGHTER,FIRE,63436,7.8
12501,POLICE OFFICER,POLICE,66374,4.8
12503,SANITATION CLERK,SANITATION,52010,6
12505,POLICE OFFICER,POLICE,64086,6.7
12508,EMERGENCY CREW DISPATCHER,WATER MGMT,60773,7.4
12510,RESIDENT SERVICES COORD I,FAMILY & SUPPORT,39530,6.2
12511,FIREFIGHTER,FIRE,40646,6.8
12512,PROJECT MANAGER - DOIT,DoIT,80746,6.3
12513,POOL MOTOR TRUCK DRIVER,AVIATION,55768,6
12516,FIREFIGHTER-EMT,FIRE,64235,8.3
12519,POLICE OFFICER,POLICE,63707,6.1
12524,POLICE OFFICER,POLICE,35101,7
12526,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,68463,8
12529,POLICE OFFICER,POLICE,61701,4.4
12532,SERGEANT,POLICE,78442,5.6
12537,LIEUTENANT,POLICE,96167,5.3
12539,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,59841,6.2
12540,DEPUTY CORPORATION COUNSEL,LAW,106448,7.1
12544,POLICE OFFICER / FLD TRNG OFFICER,POLICE,64343,7
12545,SANITATION LABORER,SANITATION,56283,6.1
12546,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16052,7.5
12549,LABORER - APPRENTICE,WATER MGMT,42744,4.9
12553,COMMUNICATIONS OPERATOR II - 311,EMERGENCY MGMT,44130,6.2
12554,POLICE OFFICER,POLICE,61230,5.7
12555,DETENTION AIDE,POLICE,49981,5.9
12556,SERGEANT,POLICE,80347,6
12559,TRAINING OFFICER,POLICE,58089,7.5
12561,SUPERVISING VENTILATION AND FURNACE INSPECTOR,BUILDINGS,73043,7
12563,POLICE OFFICER,POLICE,63869,5.3
12568,FIREFIGHTER,FIRE,40091,7.8
12569,FIREFIGHTER-EMT,FIRE,62803,6.7
12571,POLICE OFFICER / FLD TRNG OFFICER,POLICE,62068,5.7
12576,POLICE OFFICER,POLICE,48938,7.3
12587,FIRE ENGINEER-EMT,FIRE,72549,5.8
12589,ASST REGIONAL DIR - AGING,FAMILY & SUPPORT,60588,6.2
12590,LEGISLATIVE AIDE,CITY COUNCIL,18209,6.9
12591,HOISTING ENGINEER - MECHANIC,GENERAL SERVICES,79950,5.6
12593,ASST CHIEF OPERATING ENGINEER,AVIATION,82528,7.7
12594,POLICE OFFICER,POLICE,63421,5.6
12596,WARD SUPERINTENDENT,SANITATION,69332,6.3
12600,POLICE OFFICER,POLICE,61175,7.1
12601,POLICE OFFICER,POLICE,63316,6.8
12605,CARPENTER,TRANSPORTATION,69810,4.7
12606,COORD OF RESEARCH AND EVALUATION,COMMUNITY DEVELOPMENT,73013,5.9
12612,FIRE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,71176,5.8
12613,SUPERVISING CLERK,PUBLIC LIBRARY,40004,6.4
12614,CONCRETE LABORER,TRANSPORTATION,60920,6.6
12625,SANITATION LABORER,SANITATION,56303,6.2
12635,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16198,6.2
